name,Region,Last Update,Confirmed,Deaths,Recovered
Hubei,Mainland China,3/27/20,67801,3169,61201
Guangdong,Mainland China,3/27/20,1456,8,1337
Henan,Mainland China,3/27/20,1275,22,1250
Zhejiang,Mainland China,3/27/20,1247,1,1222
Hunan,Mainland China,3/27/20,1018,4,1014
Anhui,Mainland China,3/27/20,990,6,984
Jiangxi,Mainland China,3/27/20,936,1,934
Shandong,Mainland China,3/27/20,772,7,752
Jiangsu,Mainland China,3/27/20,641,0,631
Chongqing,Mainland China,3/27/20,578,6,570
Sichuan,Mainland China,3/27/20,548,3,536
Beijing,Mainland China,3/27/20,569,8,408
Heilongjiang,Mainland China,3/27/20,484,13,469
Shanghai,Mainland China,3/27/20,468,5,334
Hebei,Mainland China,3/27/20,319,6,310
Hong Kong,Hong Kong,3/27/20,519,4,110
Fujian,Mainland China,3/27/20,331,1,295
Guangxi,Mainland China,3/27/20,254,2,250
Shaanxi,Mainland China,3/27/20,253,3,242
Yunnan,Mainland China,3/27/20,180,2,172
Taiwan,Taiwan,3/27/20,267,2,29
Hainan,Mainland China,3/27/20,168,6,162
Guizhou,Mainland China,3/27/20,146,2,144
Tianjin,Mainland China,3/27/20,155,3,133
Gansu,Mainland China,3/27/20,136,2,121
Shanxi,Mainland China,3/27/20,135,0,133
Liaoning,Mainland China,3/27/20,128,2,124
Jilin,Mainland China,3/27/20,95,1,92
Xinjiang Uygur,Mainland China,3/27/20,76,3,73
Nei Mongol,Mainland China,3/27/20,92,1,74
Ningxia,Mainland China,3/27/20,75,0,75
Macau,Macau,3/27/20,33,0,10
Qinghai,Mainland China,3/27/20,18,0,18
Xizang,Mainland China,3/27/20,1,0,1
Republic of the Congo,Republic of the Congo,3/27/20,4,0,0
Angola,Angola,3/27/20,4,0,0
Benin,Benin,3/27/20,6,0,0
Bahamas,Bahamas,3/27/20,10,0,1
Belize,Belize,3/27/20,2,0,0
Barbados,Barbados,3/27/20,24,0,0
Central African Republic,Central African Republic,3/27/20,3,0,0
Cabo Verde,Cabo Verde,3/27/20,5,1,0
Djibouti,Djibouti,3/27/20,12,0,0
Dominica,Dominica,3/27/20,11,0,0
Eritrea,Eritrea,3/27/20,6,0,0
Fiji,Fiji,3/27/20,5,0,0
Gambia,Gambia,3/27/20,3,1,0
Guinea-Bissau,Guinea-Bissau,3/27/20,2,0,0
Equatorial Guinea,Equatorial Guinea,3/27/20,12,0,0
Grenada,Grenada,3/27/20,7,0,0
Haiti,Haiti,3/27/20,8,0,0
Kyrgyzstan,Kyrgyzstan,3/27/20,58,0,0
Saint Kitts and Nevis,Saint Kitts and Nevis,3/27/20,2,0,0
Laos,Laos,3/27/20,6,0,0
Liberia,Liberia,3/27/20,3,0,0
Libya,Libya,3/27/20,1,0,0
Madagascar,Madagascar,3/27/20,26,0,0
Mali,Mali,3/27/20,11,0,0
Montenegro,Montenegro,3/27/20,82,1,0
Mozambique,Mozambique,3/27/20,7,0,0
Mauritius,Mauritius,3/27/20,94,2,0
Niger,Niger,3/27/20,10,1,0
Nicaragua,Nicaragua,3/27/20,2,0,0
Papua New Guinea,Papua New Guinea,3/27/20,1,0,0
El Salvador,El Salvador,3/27/20,13,0,0
Somalia,Somalia,3/27/20,3,0,0
Kosovo,Kosovo,3/27/20,86,1,1
Syria,Syria,3/27/20,5,0,0
Chad,Chad,3/27/20,3,0,0
Timor-Leste,Timor-Leste,3/27/20,1,0,0
Tanzania,Tanzania,3/27/20,13,0,0
Uganda,Uganda,3/27/20,23,0,0
Zambia,Zambia,3/27/20,22,0,0
Zimbabwe,Zimbabwe,3/27/20,5,1,0
Italy,Italy,3/27/20,86498,9134,10950
Spain,Spain,3/27/20,65719,5138,9357
Iran,Iran,3/27/20,32332,2378,11133
France,France,3/27/20,32964,1995,5700
South Korea,South Korea,3/27/20,9332,139,4528
Switzerland,Switzerland,3/27/20,12928,231,897
United Kingdom,United Kingdom,3/27/20,14543,759,135
Netherlands,Netherlands,3/27/20,8603,546,3
Austria,Austria,3/27/20,7697,58,225
Belgium,Belgium,3/27/20,7284,289,858
Norway,Norway,3/27/20,3771,19,7
Portugal,Portugal,3/27/20,4268,76,43
Sweden,Sweden,3/27/20,3069,92,16
Australia,Australia,3/27/20,3143,13,194
Denmark,Denmark,3/27/20,2046,52,1
Malaysia,Malaysia,3/27/20,2161,26,259
Israel,Israel,3/27/20,3035,10,79
Turkey,Turkey,3/27/20,5698,92,42
Czech Republic,Czech Republic,3/27/20,2279,9,11
Japan,Japan,3/27/20,1499,49,372
Ireland,Ireland,3/27/20,2121,22,5
Pakistan,Pakistan,3/27/20,1373,11,23
Luxembourg,Luxembourg,3/27/20,1605,15,40
Ecuador,Ecuador,3/27/20,1627,41,3
Thailand,Thailand,3/27/20,1136,5,97
Finland,Finland,3/27/20,1041,5,10
Others,Japan (Diamond Princess),3/27/20,706,6,10
Poland,Poland,3/27/20,1389,16,7
Iceland,Iceland,3/27/20,890,2,82
Indonesia,Indonesia,3/27/20,1046,87,46
Romania,Romania,3/27/20,1292,24,115
Saudi Arabia,Saudi Arabia,3/27/20,1104,3,35
Singapore,Singapore,3/27/20,732,2,183
Qatar,Qatar,3/27/20,562,0,43
Philippines,Philippines,3/27/20,803,54,31
Slovenia,Slovenia,3/27/20,632,9,10
Russia,Russia,3/27/20,1036,3,45
South Africa,South Africa,3/27/20,1170,2,12
Estonia,Estonia,3/27/20,575,1,11
Bahrain,Bahrain,3/27/20,466,4,210
Egypt,Egypt,3/27/20,536,30,116
Mexico,Mexico,3/27/20,585,8,4
Croatia,Croatia,3/27/20,586,3,37
Panama,Panama,3/27/20,674,9,2
Lebanon,Lebanon,3/27/20,391,7,23
Iraq,Iraq,3/27/20,458,40,122
Serbia,Serbia,3/27/20,457,1,0
Dominican Republic,Dominican Republic,3/27/20,581,20,3
Algeria,Algeria,3/27/20,409,26,29
Armenia,Armenia,3/27/20,329,1,18
Kuwait,Kuwait,3/27/20,225,0,57
Bulgaria,Bulgaria,3/27/20,293,3,9
Slovakia,Slovakia,3/27/20,269,0,2
San Marino,San Marino,3/27/20,223,21,4
United Arab Emirates,United Arab Emirates,3/27/20,405,2,52
Latvia,Latvia,3/27/20,280,0,1
Uruguay,Uruguay,3/27/20,238,0,0
Hungary,Hungary,3/27/20,300,10,34
Lithuania,Lithuania,3/27/20,358,5,1
Costa Rica,Costa Rica,3/27/20,263,2,3
North Macedonia,North Macedonia,3/27/20,219,3,3
Vietnam,Vietnam,3/27/20,163,0,20
Andorra,Andorra,3/27/20,267,3,1
Morocco,Morocco,3/27/20,345,23,11
Jordan,Jordan,3/27/20,235,0,18
Cyprus,Cyprus,3/27/20,162,5,4
Moldova,Moldova,3/27/20,199,2,2
Bosnia and Herzegovina,Bosnia and Herzegovina,3/27/20,237,4,5
Malta,Malta,3/27/20,139,0,2
Albania,Albania,3/27/20,186,8,31
Brunei,Brunei,3/27/20,115,0,11
Cambodia,Cambodia,3/27/20,99,0,11
Sri Lanka,Sri Lanka,3/27/20,106,0,7
Belarus,Belarus,3/27/20,94,0,32
Tunisia,Tunisia,3/27/20,227,6,2
Burkina Faso,Burkina Faso,3/27/20,180,9,12
Venezuela,Venezuela,3/27/20,113,2,31
New Zealand,New Zealand,3/27/20,368,0,37
Azerbaijan,Azerbaijan,3/27/20,165,3,15
Kazakhstan,Kazakhstan,3/27/20,150,1,3
Senegal,Senegal,3/27/20,119,0,11
Guadeloupe,Guadeloupe,3/27/20,56,0,0
Oman,Oman,3/27/20,131,0,23
Georgia (country),Georgia,3/27/20,83,0,14
Trinidad and Tobago,Trinidad and Tobago,3/27/20,66,2,1
Ukraine,Ukraine,3/27/20,310,5,5
Reunion,Reunion,3/27/20,47,0,0
Uzbekistan,Uzbekistan,3/27/20,88,1,5
Cameroon,Cameroon,3/27/20,91,2,2
Martinique,Martinique,3/27/20,37,1,0
Liechtenstein,Liechtenstein,3/27/20,56,0,0
Afghanistan,Afghanistan,3/27/20,110,4,2
Palestine,Palestine,3/27/20,91,1,17
Democratic Republic of the Congo,Democratic Republic of the Congo,3/27/20,51,3,0
Bangladesh,Bangladesh,3/27/20,48,5,11
Nigeria,Nigeria,3/27/20,70,1,3
Honduras,Honduras,3/27/20,68,1,0
Bolivia,Bolivia,3/27/20,61,0,0
Paraguay,Paraguay,3/27/20,52,3,1
Cuba,Cuba,3/27/20,80,2,4
Ghana,Ghana,3/27/20,137,4,2
French Guiana,French Guiana,3/27/20,18,0,6
Rwanda,Rwanda,3/27/20,54,0,0
Guatemala,Guatemala,3/27/20,28,1,4
Jamaica,Jamaica,3/27/20,26,1,2
Togo,Togo,3/27/20,25,0,1
Kenya,Kenya,3/27/20,31,0,1
Cote d'Ivoire,Cote d'Ivoire,3/27/20,101,0,3
Maldives,Maldives,3/27/20,16,0,9
Monaco,Monaco,3/27/20,42,0,1
Ethiopia,Ethiopia,3/27/20,16,0,0
Mongolia,Mongolia,3/27/20,11,0,0
Guyana,Guyana,3/27/20,7,1,0
