name,Region,Last Update,Confirmed,Deaths,Recovered
Hubei,Mainland China,4/5/20,67803,3207,63762
Guangdong,Mainland China,4/5/20,1524,8,1387
Henan,Mainland China,4/5/20,1276,22,1251
Zhejiang,Mainland China,4/5/20,1263,1,1230
Hunan,Mainland China,4/5/20,1019,4,1014
Anhui,Mainland China,4/5/20,990,6,984
Jiangxi,Mainland China,4/5/20,937,1,934
Shandong,Mainland China,4/5/20,779,7,755
Jiangsu,Mainland China,4/5/20,651,0,632
Chongqing,Mainland China,4/5/20,579,6,570
Sichuan,Mainland China,4/5/20,558,3,539
Beijing,Mainland China,4/5/20,586,8,441
Heilongjiang,Mainland China,4/5/20,504,13,469
Shanghai,Mainland China,4/5/20,531,6,383
Hebei,Mainland China,4/5/20,327,6,310
Hong Kong,Hong Kong,4/5/20,890,4,206
Fujian,Mainland China,4/5/20,350,1,301
Guangxi,Mainland China,4/5/20,254,2,252
Shaanxi,Mainland China,4/5/20,256,3,245
Yunnan,Mainland China,4/5/20,184,2,172
Taiwan,Taiwan,4/5/20,363,5,50
Hainan,Mainland China,4/5/20,168,6,162
Guizhou,Mainland China,4/5/20,146,2,144
Tianjin,Mainland China,4/5/20,180,3,140
Gansu,Mainland China,4/5/20,138,2,125
Shanxi,Mainland China,4/5/20,138,0,133
Liaoning,Mainland China,4/5/20,142,2,126
Jilin,Mainland China,4/5/20,98,1,92
Xinjiang Uygur,Mainland China,4/5/20,76,3,73
Nei Mongol,Mainland China,4/5/20,117,1,74
Ningxia,Mainland China,4/5/20,75,0,75
Macau,Macau,4/5/20,44,0,10
Qinghai,Mainland China,4/5/20,18,0,18
Xizang,Mainland China,4/5/20,1,0,1
Saint Pierre and Miquelon,Saint Pierre and Miquelon,4/5/20,1,0,0
South Sudan,South Sudan,4/5/20,1,0,0
Falkland Islands (Islas Malvinas),Falkland Islands (Islas Malvinas),4/5/20,2,0,0
Malawi,Malawi,4/5/20,4,0,0
Burundi,Burundi,4/5/20,3,0,0
Sierra Leone,Sierra Leone,4/5/20,6,0,0
Botswana,Botswana,4/5/20,6,1,0
Anguilla,Anguilla,4/5/20,3,0,0
Saint Barthelemy,Saint Barthelemy,4/5/20,6,0,1
Bermuda,Bermuda,4/5/20,37,0,14
Faroe Islands,Faroe Islands,4/5/20,181,0,93
Gibraltar,Gibraltar,4/5/20,103,0,52
Isle of Man,Isle of Man,4/5/20,127,1,0
Saint Martin,Saint Martin,4/5/20,32,2,7
Montserrat,Montserrat,4/5/20,6,0,0
Mayotte,Mayotte,4/5/20,147,2,14
New Caledonia,New Caledonia,4/5/20,18,0,1
Sint Maarten,Sint Maarten,4/5/20,25,4,6
Turks and Caicos Islands,Turks and Caicos Islands,4/5/20,6,0,0
Republic of the Congo,Republic of the Congo,4/5/20,45,5,2
Angola,Angola,4/5/20,14,2,2
Benin,Benin,4/5/20,22,0,5
Bahamas,Bahamas,4/5/20,29,5,4
Belize,Belize,4/5/20,5,0,0
Barbados,Barbados,4/5/20,56,1,6
Central African Republic,Central African Republic,4/5/20,8,0,0
Cabo Verde,Cabo Verde,4/5/20,7,1,0
Djibouti,Djibouti,4/5/20,59,0,9
Dominica,Dominica,4/5/20,14,0,0
Eritrea,Eritrea,4/5/20,29,0,0
Fiji,Fiji,4/5/20,12,0,0
Gambia,Gambia,4/5/20,4,1,0
Guinea-Bissau,Guinea-Bissau,4/5/20,18,0,0
Equatorial Guinea,Equatorial Guinea,4/5/20,16,0,1
Grenada,Grenada,4/5/20,12,0,0
Haiti,Haiti,4/5/20,21,1,0
Kyrgyzstan,Kyrgyzstan,4/5/20,147,1,9
Saint Kitts and Nevis,Saint Kitts and Nevis,4/5/20,10,0,0
Laos,Laos,4/5/20,11,0,0
Liberia,Liberia,4/5/20,13,3,3
Libya,Libya,4/5/20,10,0,1
Madagascar,Madagascar,4/5/20,72,0,2
Mali,Mali,4/5/20,45,5,1
Montenegro,Montenegro,4/5/20,214,2,1
Mozambique,Mozambique,4/5/20,10,0,0
Mauritius,Mauritius,4/5/20,227,7,7
Niger,Niger,4/5/20,184,10,13
Nicaragua,Nicaragua,4/5/20,6,1,0
Papua New Guinea,Papua New Guinea,4/5/20,1,0,0
El Salvador,El Salvador,4/5/20,62,3,2
Somalia,Somalia,4/5/20,7,0,1
Kosovo,Kosovo,4/5/20,145,1,23
Syria,Syria,4/5/20,19,2,2
Chad,Chad,4/5/20,9,0,0
Timor-Leste,Timor-Leste,4/5/20,1,0,0
Tanzania,Tanzania,4/5/20,22,1,3
Uganda,Uganda,4/5/20,52,0,0
Zambia,Zambia,4/5/20,39,1,0
Zimbabwe,Zimbabwe,4/5/20,9,1,0
Italy,Italy,4/5/20,128948,15887,21815
Spain,Spain,4/5/20,131646,12641,38080
Iran,Iran,4/5/20,58226,3603,19736
France,France,4/5/20,92839,8078,16183
South Korea,South Korea,4/5/20,10237,183,6463
Switzerland,Switzerland,4/5/20,21100,685,6415
United Kingdom,United Kingdom,4/5/20,47806,4934,135
