name,Region,Last Update,Confirmed,Deaths,Recovered
Hubei,Mainland China,2/22/20,64084,2346,15299
Guangdong,Mainland China,2/22/20,1342,6,740
Henan,Mainland China,2/22/20,1271,19,861
Zhejiang,Mainland China,2/22/20,1205,1,729
Hunan,Mainland China,2/22/20,1016,4,704
Anhui,Mainland China,2/22/20,989,6,648
Jiangxi,Mainland China,2/22/20,934,1,611
Shandong,Mainland China,2/22/20,754,4,311
Jiangsu,Mainland China,2/22/20,631,0,411
Chongqing,Mainland China,2/22/20,573,6,328
Sichuan,Mainland China,2/22/20,526,3,256
Heilongjiang,Mainland China,2/22/20,480,12,215
Beijing,Mainland China,2/22/20,399,4,189
Shanghai,Mainland China,2/22/20,335,3,227
Hebei,Mainland China,2/22/20,311,6,204
Fujian,Mainland China,2/22/20,293,1,165
Guangxi,Mainland China,2/22/20,249,2,104
Shaanxi,Mainland China,2/22/20,245,1,153
Yunnan,Mainland China,2/22/20,174,2,107
Hainan,Mainland China,2/22/20,168,4,104
Guizhou,Mainland China,2/22/20,146,2,91
Tianjin,Mainland China,2/22/20,135,3,65
Shanxi,Mainland China,2/22/20,132,0,81
Liaoning,Mainland China,2/22/20,121,1,68
Gansu,Mainland China,2/22/20,91,2,76
Jilin,Mainland China,2/22/20,91,1,52
Xinjiang Uygur,Mainland China,2/22/20,76,2,25
Nei Mongol,Mainland China,2/22/20,75,0,26
Ningxia,Mainland China,2/22/20,71,0,48
Hong Kong,Hong Kong,2/22/20,69,2,11
Taiwan,Taiwan,2/22/20,26,1,2
Qinghai,Mainland China,2/22/20,18,0,18
Macau,Macau,2/22/20,10,0,6
Xizang,Mainland China,2/22/20,1,0,1
Others,Japan (Diamond Princess),2/22/20,634,2,0
Japan,Japan,2/22/20,147,1,22
South Korea,South Korea,2/22/20,556,4,12
Singapore,Singapore,2/22/20,89,0,49
Italy,Italy,2/22/20,79,2,1
Thailand,Thailand,2/22/20,35,0,17
Iran,Iran,2/22/20,28,6,0
Malaysia,Malaysia,2/22/20,22,0,15
Australia,Australia,2/22/20,22,0,11
Vietnam,Vietnam,2/22/20,16,0,15
Germany,Germany,2/22/20,16,0,7
United Arab Emirates,United Arab Emirates,2/22/20,13,0,4
France,France,2/22/20,12,1,4
United Kingdom,United Kingdom,2/22/20,9,0,8
Canada,Canada,2/22/20,8,0,3
India,India,2/22/20,3,0,3
Philippines,Philippines,2/22/20,3,1,1
Russia,Russia,2/22/20,2,0,2
Spain,Spain,2/22/20,2,0,0
Belgium,Belgium,2/22/20,1,0,1
Cambodia,Cambodia,2/22/20,1,0,1
Finland,Finland,2/22/20,1,0,1
Nepal,Nepal,2/22/20,1,0,1
Sri Lanka,Sri Lanka,2/22/20,1,0,1
Sweden,Sweden,2/22/20,1,0,0
Egypt,Egypt,2/22/20,1,0,0
Israel,Israel,2/22/20,1,0,0
Lebanon,Lebanon,2/22/20,1,0,0
Unknown location US,USA (all are repatriated cases),2/22/20,18,0,0
California,USA,2/22/20,10,0,2
Illinois,USA,2/22/20,2,0,2
Arizona,USA,2/22/20,1,0,0
Massachusetts,USA,2/22/20,1,0,0
Washington,USA,2/22/20,1,0,1
Wisconsin,USA,2/22/20,1,0,0
