name,Region,Last Update,Confirmed,Deaths,Recovered
Hubei,Mainland China,1/29/20,4586,162,90
Zhejiang,Mainland China,1/29/20,428,0,4
Guangdong,Mainland China,1/29/20,311,0,6
Henan,Mainland China,1/29/20,278,2,2
Hunan,Mainland China,1/29/20,277,0,0
Anhui,Mainland China,1/29/20,200,0,2
Chongqing,Mainland China,1/29/20,165,0,1
Jiangxi,Mainland China,1/29/20,162,0,4
Shandong,Mainland China,1/29/20,145,0,1
Sichuan,Mainland China,1/29/20,142,1,1
Jiangsu,Mainland China,1/29/20,129,0,1
Beijing,Mainland China,1/29/20,111,1,4
Fujian,Mainland China,1/29/20,101,0,0
Shanghai,Mainland China,1/29/20,101,1,5
Guangxi,Mainland China,1/29/20,78,0,2
Hebei,Mainland China,1/29/20,65,1,0
Shaanxi,Mainland China,1/29/20,56,0,0
Yunnan,Mainland China,1/29/20,55,0,0
Hainan,Mainland China,1/29/20,43,1,0
Heilongjiang,Mainland China,1/29/20,43,1,0
Liaoning,Mainland China,1/29/20,39,0,1
Shanxi,Mainland China,1/29/20,35,0,1
Tianjin,Mainland China,1/29/20,27,0,0
Gansu,Mainland China,1/29/20,26,0,0
Nei Mongol,Mainland China,1/29/20,16,0,0
Jilin,Mainland China,1/29/20,14,0,1
Thailand,Thailand,1/29/20,14,0,5
Xinjiang Uygur,Mainland China,1/29/20,14,0,0
Guizhou,Mainland China,1/29/20,12,0,1
Ningxia,Mainland China,1/29/20,12,0,0
Japan,Japan,1/29/20,11,0,1
Hong Kong,Hong Kong,1/29/20,10,0,0
Singapore,Singapore,1/29/20,10,0,0
Taiwan,Taiwan,1/29/20,8,0,0
Australia,Australia,1/29/20,7,0,0
Macau,Macau,1/29/20,7,0,0
Malaysia,Malaysia,1/29/20,7,0,0
Qinghai,Mainland China,1/29/20,6,0,0
France,France,1/29/20,5,0,0
Germany,Germany,1/29/20,4,0,0
South Korea,South Korea,1/29/20,4,0,0
United Arab Emirates,United Arab Emirates,1/29/20,4,0,0
Canada,Canada,1/29/20,3,0,0
California,USA,1/29/20,2,0,0
Vietnam,Vietnam,1/29/20,2,0,0
Arizona,USA,1/29/20,1,0,0
Cambodia,Cambodia,1/29/20,1,0,0
Finland,Finland,1/29/20,1,0,0
Illinois,USA,1/29/20,1,0,0
Nepal,Nepal,1/29/20,1,0,0
Sri Lanka,Sri Lanka,1/29/20,1,0,0
Xizang,Mainland China,1/29/20,1,0,0
Washington,USA,1/29/20,1,0,0
