name,Region,Last Update,Confirmed,Deaths,Recovered
Hubei,Mainland China,2/12/20,48206,1310,3441
Guangdong,Mainland China,2/12/20,1241,2,284
Henan,Mainland China,2/12/20,1169,10,258
Zhejiang,Mainland China,2/12/20,1145,0,327
Hunan,Mainland China,2/12/20,968,2,312
Anhui,Mainland China,2/12/20,910,5,128
Jiangxi,Mainland China,2/12/20,872,1,170
Jiangsu,Mainland China,2/12/20,570,0,131
Chongqing,Mainland China,2/12/20,518,3,102
Shandong,Mainland China,2/12/20,506,2,98
Sichuan,Mainland China,2/12/20,451,1,93
Heilongjiang,Mainland China,2/12/20,395,9,31
Beijing,Mainland China,2/12/20,366,3,68
Shanghai,Mainland China,2/12/20,313,1,57
Fujian,Mainland China,2/12/20,279,0,54
Hebei,Mainland China,2/12/20,265,3,55
Shaanxi,Mainland China,2/12/20,229,0,42
Guangxi,Mainland China,2/12/20,222,2,33
Hainan,Mainland China,2/12/20,157,4,27
Yunnan,Mainland China,2/12/20,155,0,23
Guizhou,Mainland China,2/12/20,135,1,20
Shanxi,Mainland China,2/12/20,126,0,33
Liaoning,Mainland China,2/12/20,116,1,21
Tianjin,Mainland China,2/12/20,113,2,11
Gansu,Mainland China,2/12/20,87,2,31
Jilin,Mainland China,2/12/20,84,1,22
Ningxia,Mainland China,2/12/20,64,0,24
Xinjiang Uygur,Mainland China,2/12/20,63,1,3
Nei Mongol,Mainland China,2/12/20,61,0,6
Hong Kong,Hong Kong,2/12/20,50,1,1
Qinghai,Mainland China,2/12/20,18,0,9
Taiwan,Taiwan,2/12/20,18,0,1
Macau,Macau,2/12/20,10,0,2
Xizang,Mainland China,2/12/20,1,0,1
Singapore,Singapore,2/12/20,50,0,15
Thailand,Thailand,2/12/20,33,0,10
Others,Japan (Diamond Princess),2/12/20,175,0,0
Japan,Japan,2/12/20,28,0,9
South Korea,South Korea,2/12/20,28,0,7
Malaysia,Malaysia,2/12/20,18,0,3
Germany,Germany,2/12/20,16,0,0
Vietnam,Vietnam,2/12/20,15,0,6
France,France,2/12/20,11,0,2
United Kingdom,United Kingdom,2/12/20,9,0,1
United Arab Emirates,United Arab Emirates,2/12/20,8,0,1
India,India,2/12/20,3,0,0
Italy,Italy,2/12/20,3,0,0
Philippines,Philippines,2/12/20,3,1,1
Russia,Russia,2/12/20,2,0,2
Spain,Spain,2/12/20,2,0,0
Belgium,Belgium,2/12/20,1,0,0
Cambodia,Cambodia,2/12/20,1,0,1
Finland,Finland,2/12/20,1,0,1
Nepal,Nepal,2/12/20,1,0,1
Sri Lanka,Sri Lanka,2/12/20,1,0,1
Sweden,Sweden,2/12/20,1,0,0
Australia,Australia,2/12/20,15,0,2
Canada,Canada,2/12/20,7,0,1
California,USA,2/12/20,8,0,1
Illinois,USA,2/12/20,2,0,2
Arizona,USA,2/12/20,1,0,0
Massachusetts,USA,2/12/20,1,0,0
Washington,USA,2/12/20,1,0,1
Wisconsin,USA,2/12/20,1,0,0
