name,Region,Last Update,Confirmed,Deaths,Recovered
Hubei,Mainland China,4/12/20,67803,3207,63762
Guangdong,Mainland China,4/12/20,1552,8,1443
Henan,Mainland China,4/12/20,1276,22,1251
Zhejiang,Mainland China,4/12/20,1267,1,1235
Hunan,Mainland China,4/12/20,1019,4,1014
Anhui,Mainland China,4/12/20,991,6,984
Jiangxi,Mainland China,4/12/20,937,1,934
Shandong,Mainland China,4/12/20,784,7,757
Jiangsu,Mainland China,4/12/20,653,0,638
Chongqing,Mainland China,4/12/20,579,6,570
Sichuan,Mainland China,4/12/20,560,3,541
Beijing,Mainland China,4/12/20,589,8,474
Heilongjiang,Mainland China,4/12/20,684,13,470
Shanghai,Mainland China,4/12/20,607,7,446
Hebei,Mainland China,4/12/20,327,6,310
Hong Kong,Hong Kong,4/12/20,1004,4,360
Fujian,Mainland China,4/12/20,352,1,321
Guangxi,Mainland China,4/12/20,254,2,252
Shaanxi,Mainland China,4/12/20,256,3,245
Yunnan,Mainland China,4/12/20,184,2,172
Taiwan,Taiwan,4/12/20,388,6,109
Hainan,Mainland China,4/12/20,168,6,162
Guizhou,Mainland China,4/12/20,146,2,144
Tianjin,Mainland China,4/12/20,183,3,158
Gansu,Mainland China,4/12/20,139,2,132
Shanxi,Mainland China,4/12/20,173,0,135
Liaoning,Mainland China,4/12/20,145,2,133
Jilin,Mainland China,4/12/20,99,1,96
Xinjiang Uygur,Mainland China,4/12/20,76,3,73
Nei Mongol,Mainland China,4/12/20,189,1,83
Ningxia,Mainland China,4/12/20,75,0,75
Macau,Macau,4/12/20,45,0,10
Qinghai,Mainland China,4/12/20,18,0,18
Xizang,Mainland China,4/12/20,1,0,1
Yemen,Yemen,4/12/20,1,0,0
Sao Tome and Principe,Sao Tome and Principe,4/12/20,4,0,0
Saint Pierre and Miquelon,Saint Pierre and Miquelon,4/12/20,1,0,0
South Sudan,South Sudan,4/12/20,4,0,0
Falkland Islands (Islas Malvinas),Falkland Islands (Islas Malvinas),4/12/20,2,0,0
Malawi,Malawi,4/12/20,13,2,0
Burundi,Burundi,4/12/20,5,0,0
Sierra Leone,Sierra Leone,4/12/20,10,0,0
Botswana,Botswana,4/12/20,13,1,0
Anguilla,Anguilla,4/12/20,3,0,0
Saint Barthelemy,Saint Barthelemy,4/12/20,6,0,1
Bermuda,Bermuda,4/12/20,57,4,29
Faroe Islands,Faroe Islands,4/12/20,184,0,129
Gibraltar,Gibraltar,4/12/20,129,0,84
Isle of Man,Isle of Man,4/12/20,228,2,112
Saint Martin,Saint Martin,4/12/20,32,2,7
Montserrat,Montserrat,4/12/20,11,0,1
Mayotte,Mayotte,4/12/20,196,3,59
New Caledonia,New Caledonia,4/12/20,18,0,1
Sint Maarten,Sint Maarten,4/12/20,25,4,6
Turks and Caicos Islands,Turks and Caicos Islands,4/12/20,9,1,0
Republic of the Congo,Republic of the Congo,4/12/20,60,5,5
Angola,Angola,4/12/20,19,2,2
Benin,Benin,4/12/20,35,1,5
Bahamas,Bahamas,4/12/20,46,8,5
Belize,Belize,4/12/20,14,2,0
Barbados,Barbados,4/12/20,71,4,11
Central African Republic,Central African Republic,4/12/20,8,0,0
Cabo Verde,Cabo Verde,4/12/20,8,1,1
Djibouti,Djibouti,4/12/20,214,2,36
Dominica,Dominica,4/12/20,16,0,5
Eritrea,Eritrea,4/12/20,34,0,0
Fiji,Fiji,4/12/20,16,0,0
Gambia,Gambia,4/12/20,9,1,2
Guinea-Bissau,Guinea-Bissau,4/12/20,38,0,0
Equatorial Guinea,Equatorial Guinea,4/12/20,21,0,3
Grenada,Grenada,4/12/20,14,0,0
Haiti,Haiti,4/12/20,33,3,0
Kyrgyzstan,Kyrgyzstan,4/12/20,377,5,44
Saint Kitts and Nevis,Saint Kitts and Nevis,4/12/20,12,0,0
Laos,Laos,4/12/20,19,0,0
Liberia,Liberia,4/12/20,50,5,3
Libya,Libya,4/12/20,25,1,8
Madagascar,Madagascar,4/12/20,106,0,20
Mali,Mali,4/12/20,105,9,22
Montenegro,Montenegro,4/12/20,272,3,5
Mozambique,Mozambique,4/12/20,21,0,2
Mauritius,Mauritius,4/12/20,324,9,42
Niger,Niger,4/12/20,529,12,75
Nicaragua,Nicaragua,4/12/20,9,1,0
Papua New Guinea,Papua New Guinea,4/12/20,2,0,0
El Salvador,El Salvador,4/12/20,125,6,21
Somalia,Somalia,4/12/20,25,1,2
Kosovo,Kosovo,4/12/20,283,7,58
Syria,Syria,4/12/20,25,2,4
Chad,Chad,4/12/20,18,0,2
Timor-Leste,Timor-Leste,4/12/20,2,0,1
Tanzania,Tanzania,4/12/20,32,3,5
Uganda,Uganda,4/12/20,54,0,4
Zambia,Zambia,4/12/20,43,2,30
Zimbabwe,Zimbabwe,4/12/20,14,3,0
Italy,Italy,4/12/20,156363,19899,34211
Spain,Spain,4/12/20,166831,17209,62391
Iran,Iran,4/12/20,71686,4474,43894
France,France,4/12/20,132591,14393,27186
South Korea,South Korea,4/12/20,10537,217,7447
Switzerland,Switzerland,4/12/20,25415,1106,12700
United Kingdom,United Kingdom,4/12/20,84279,10612,344
Netherlands,Netherlands,4/12/20,25587,2737,6
Austria,Austria,4/12/20,13945,350,6987
Belgium,Belgium,4/12/20,29647,3600,6463
Norway,Norway,4/12/20,6525,128,32
Portugal,Portugal,4/12/20,16585,504,277
Sweden,Sweden,4/12/20,10483,899,381
Australia,Australia,4/12/20,6315,60,1806
Denmark,Denmark,4/12/20,6174,273,2123
Malaysia,Malaysia,4/12/20,4683,76,2108
Israel,Israel,4/12/20,11145,103,1627
Turkey,Turkey,4/12/20,56956,1198,3446
Czech Republic,Czech Republic,4/12/20,5991,138,464
Japan,Japan,4/12/20,7370,123,784
Ireland,Ireland,4/12/20,9655,334,25
Pakistan,Pakistan,4/12/20,6495,66,727
Luxembourg,Luxembourg,4/12/20,3281,66,500
Ecuador,Ecuador,4/12/20,7466,333,501
Thailand,Thailand,4/12/20,2551,38,1218
Finland,Finland,4/12/20,2974,56,300
Others,Japan (Diamond Princess),4/12/20,706,6,10
Poland,Poland,4/12/20,6674,232,439
Iceland,Iceland,4/12/20,1701,8,889
Indonesia,Indonesia,4/12/20,4241,373,359
Romania,Romania,4/12/20,6300,306,852
Saudi Arabia,Saudi Arabia,4/12/20,4462,59,761
Singapore,Singapore,4/12/20,2532,8,560
Qatar,Qatar,4/12/20,2979,7,275
