name,Region,Last Update,Confirmed,Deaths,Recovered
Hubei,Mainland China,2/24/20,64786,2563,18854
Guangdong,Mainland China,2/24/20,1347,7,805
Henan,Mainland China,2/24/20,1271,19,989
Zhejiang,Mainland China,2/24/20,1205,1,794
Hunan,Mainland China,2/24/20,1016,4,751
Anhui,Mainland China,2/24/20,989,6,727
Jiangxi,Mainland China,2/24/20,934,1,682
Shandong,Mainland China,2/24/20,755,6,343
Jiangsu,Mainland China,2/24/20,631,0,458
Chongqing,Mainland China,2/24/20,576,6,349
Sichuan,Mainland China,2/24/20,529,3,278
Heilongjiang,Mainland China,2/24/20,480,12,232
Beijing,Mainland China,2/24/20,400,4,215
Shanghai,Mainland China,2/24/20,335,3,261
Hebei,Mainland China,2/24/20,311,6,241
Fujian,Mainland China,2/24/20,294,1,188
Guangxi,Mainland China,2/24/20,252,2,129
Shaanxi,Mainland China,2/24/20,245,1,175
Yunnan,Mainland China,2/24/20,174,2,124
Hainan,Mainland China,2/24/20,168,5,116
Guizhou,Mainland China,2/24/20,146,2,103
Tianjin,Mainland China,2/24/20,135,3,87
Shanxi,Mainland China,2/24/20,133,0,94
Liaoning,Mainland China,2/24/20,121,1,83
Jilin,Mainland China,2/24/20,93,1,60
Gansu,Mainland China,2/24/20,91,2,80
Hong Kong,Hong Kong,2/24/20,81,2,19
Xinjiang Uygur,Mainland China,2/24/20,76,2,30
Nei Mongol,Mainland China,2/24/20,75,0,34
Ningxia,Mainland China,2/24/20,71,0,58
Taiwan,Taiwan,2/24/20,30,1,5
Qinghai,Mainland China,2/24/20,18,0,18
Macau,Macau,2/24/20,10,0,6
Xizang,Mainland China,2/24/20,1,0,1
Others,Japan (Diamond Princess),2/24/20,691,3,0
Japan,Japan,2/24/20,159,1,22
South Korea,South Korea,2/24/20,893,9,12
Italy,Italy,2/24/20,229,7,1
Singapore,Singapore,2/24/20,90,0,53
Iran,Iran,2/24/20,61,12,0
Thailand,Thailand,2/24/20,35,0,17
Malaysia,Malaysia,2/24/20,22,0,15
Australia,Australia,2/24/20,22,0,11
Vietnam,Vietnam,2/24/20,16,0,15
Germany,Germany,2/24/20,16,0,14
United Kingdom,United Kingdom,2/24/20,13,0,8
United Arab Emirates,United Arab Emirates,2/24/20,13,0,4
France,France,2/24/20,12,1,4
Canada,Canada,2/24/20,11,0,4
Philippines,Philippines,2/24/20,3,1,1
India,India,2/24/20,3,0,3
Kuwait,Kuwait,2/24/20,5,0,0
Russia,Russia,2/24/20,2,0,2
Spain,Spain,2/24/20,2,0,0
Israel,Israel,2/24/20,2,0,0
Oman,Oman,2/24/20,2,0,0
Bahrain,Bahrain,2/24/20,2,0,0
Belgium,Belgium,2/24/20,1,0,1
Cambodia,Cambodia,2/24/20,1,0,1
Finland,Finland,2/24/20,1,0,1
Nepal,Nepal,2/24/20,1,0,1
Sri Lanka,Sri Lanka,2/24/20,1,0,1
Sweden,Sweden,2/24/20,1,0,0
Egypt,Egypt,2/24/20,1,0,0
Lebanon,Lebanon,2/24/20,1,0,0
Afghanistan,Afghanistan,2/24/20,1,0,0
Unknown location US,USA (all are repatriated cases),2/24/20,36,0,0
California,USA,2/24/20,10,0,2
Illinois,USA,2/24/20,2,0,2
Arizona,USA,2/24/20,1,0,0
Massachusetts,USA,2/24/20,1,0,0
Washington,USA,2/24/20,1,0,1
Wisconsin,USA,2/24/20,1,0,0
