name,Region,Last Update,Confirmed,Deaths,Recovered
Hubei,Mainland China,4/9/20,67803,3207,63762
Guangdong,Mainland China,4/9/20,1539,8,1423
Henan,Mainland China,4/9/20,1276,22,1251
Zhejiang,Mainland China,4/9/20,1267,1,1235
Hunan,Mainland China,4/9/20,1019,4,1014
Anhui,Mainland China,4/9/20,991,6,984
Jiangxi,Mainland China,4/9/20,937,1,934
Shandong,Mainland China,4/9/20,783,7,755
Jiangsu,Mainland China,4/9/20,651,0,632
Chongqing,Mainland China,4/9/20,579,6,570
Sichuan,Mainland China,4/9/20,560,3,541
Beijing,Mainland China,4/9/20,588,8,455
Heilongjiang,Mainland China,4/9/20,609,13,470
Shanghai,Mainland China,4/9/20,552,7,422
Hebei,Mainland China,4/9/20,327,6,310
Hong Kong,Hong Kong,4/9/20,973,4,293
Fujian,Mainland China,4/9/20,351,1,305
Guangxi,Mainland China,4/9/20,254,2,252
Shaanxi,Mainland China,4/9/20,256,3,245
Yunnan,Mainland China,4/9/20,184,2,172
Taiwan,Taiwan,4/9/20,380,5,67
Hainan,Mainland China,4/9/20,168,6,162
Guizhou,Mainland China,4/9/20,146,2,144
Tianjin,Mainland China,4/9/20,182,3,152
Gansu,Mainland China,4/9/20,139,2,132
Shanxi,Mainland China,4/9/20,166,0,134
Liaoning,Mainland China,4/9/20,144,2,130
Jilin,Mainland China,4/9/20,98,1,92
Xinjiang Uygur,Mainland China,4/9/20,76,3,73
Nei Mongol,Mainland China,4/9/20,126,1,79
Ningxia,Mainland China,4/9/20,75,0,75
Macau,Macau,4/9/20,45,0,10
Qinghai,Mainland China,4/9/20,18,0,18
Xizang,Mainland China,4/9/20,1,0,1
Sao Tome and Principe,Sao Tome and Principe,4/9/20,4,0,0
Saint Pierre and Miquelon,Saint Pierre and Miquelon,4/9/20,1,0,0
South Sudan,South Sudan,4/9/20,3,0,0
Falkland Islands (Islas Malvinas),Falkland Islands (Islas Malvinas),4/9/20,2,0,0
Malawi,Malawi,4/9/20,8,1,0
Burundi,Burundi,4/9/20,3,0,0
Sierra Leone,Sierra Leone,4/9/20,7,0,0
Botswana,Botswana,4/9/20,13,1,0
Anguilla,Anguilla,4/9/20,3,0,0
Saint Barthelemy,Saint Barthelemy,4/9/20,6,0,1
Bermuda,Bermuda,4/9/20,48,4,25
Faroe Islands,Faroe Islands,4/9/20,184,0,129
Gibraltar,Gibraltar,4/9/20,123,0,60
Isle of Man,Isle of Man,4/9/20,190,1,92
Saint Martin,Saint Martin,4/9/20,32,2,7
Montserrat,Montserrat,4/9/20,9,0,0
Mayotte,Mayotte,4/9/20,184,2,22
New Caledonia,New Caledonia,4/9/20,18,0,1
Sint Maarten,Sint Maarten,4/9/20,25,4,6
Turks and Caicos Islands,Turks and Caicos Islands,4/9/20,8,1,0
Republic of the Congo,Republic of the Congo,4/9/20,60,5,5
Angola,Angola,4/9/20,19,2,2
Benin,Benin,4/9/20,26,1,5
Bahamas,Bahamas,4/9/20,41,8,5
Belize,Belize,4/9/20,9,1,0
Barbados,Barbados,4/9/20,66,3,11
Central African Republic,Central African Republic,4/9/20,8,0,0
Cabo Verde,Cabo Verde,4/9/20,7,1,0
Djibouti,Djibouti,4/9/20,140,1,28
Dominica,Dominica,4/9/20,15,0,1
Eritrea,Eritrea,4/9/20,33,0,0
Fiji,Fiji,4/9/20,15,0,0
Gambia,Gambia,4/9/20,4,1,0
Guinea-Bissau,Guinea-Bissau,4/9/20,36,0,0
Equatorial Guinea,Equatorial Guinea,4/9/20,18,0,3
Grenada,Grenada,4/9/20,12,0,0
Haiti,Haiti,4/9/20,30,2,0
Kyrgyzstan,Kyrgyzstan,4/9/20,280,4,35
Saint Kitts and Nevis,Saint Kitts and Nevis,4/9/20,11,0,0
Laos,Laos,4/9/20,16,0,0
Liberia,Liberia,4/9/20,31,4,3
Libya,Libya,4/9/20,24,1,8
Madagascar,Madagascar,4/9/20,93,0,11
Mali,Mali,4/9/20,74,7,22
Montenegro,Montenegro,4/9/20,252,2,4
Mozambique,Mozambique,4/9/20,17,0,1
Mauritius,Mauritius,4/9/20,314,7,19
Niger,Niger,4/9/20,410,11,40
Nicaragua,Nicaragua,4/9/20,7,1,0
Papua New Guinea,Papua New Guinea,4/9/20,2,0,0
El Salvador,El Salvador,4/9/20,103,5,10
Somalia,Somalia,4/9/20,12,1,1
Kosovo,Kosovo,4/9/20,184,5,30
Syria,Syria,4/9/20,19,2,2
Chad,Chad,4/9/20,11,0,2
Timor-Leste,Timor-Leste,4/9/20,1,0,0
Tanzania,Tanzania,4/9/20,25,1,5
Uganda,Uganda,4/9/20,53,0,0
Zambia,Zambia,4/9/20,39,1,0
Zimbabwe,Zimbabwe,4/9/20,11,2,0
Italy,Italy,4/9/20,143626,18279,28470
Spain,Spain,4/9/20,153222,15447,52165
Iran,Iran,4/9/20,66220,4110,32309
France,France,4/9/20,117749,12210,23206
South Korea,South Korea,4/9/20,10423,204,6973
Switzerland,Switzerland,4/9/20,24051,948,10600
United Kingdom,United Kingdom,4/9/20,65077,7978,135
Netherlands,Netherlands,4/9/20,21762,2396,6
Austria,Austria,4/9/20,13244,295,5240
Belgium,Belgium,4/9/20,24983,2523,5164
Norway,Norway,4/9/20,6219,108,32
Portugal,Portugal,4/9/20,13956,409,205
Sweden,Sweden,4/9/20,9141,793,205
Australia,Australia,4/9/20,6108,51,1472
Denmark,Denmark,4/9/20,5635,237,1736
Malaysia,Malaysia,4/9/20,4228,67,1608
Israel,Israel,4/9/20,9968,86,1011
Turkey,Turkey,4/9/20,42282,908,2142
