name,Region,Last Update,Confirmed,Deaths,Recovered
Hubei,Mainland China,2/20/20,62662,2144,11788
Guangdong,Mainland China,2/20/20,1333,5,664
Henan,Mainland China,2/20/20,1267,19,717
Zhejiang,Mainland China,2/20/20,1203,1,647
Hunan,Mainland China,2/20/20,1011,4,638
Anhui,Mainland China,2/20/20,988,6,567
Jiangxi,Mainland China,2/20/20,934,1,489
Jiangsu,Mainland China,2/20/20,631,0,352
Chongqing,Mainland China,2/20/20,567,6,299
Shandong,Mainland China,2/20/20,748,4,270
Sichuan,Mainland China,2/20/20,525,3,222
Heilongjiang,Mainland China,2/20/20,479,12,141
Beijing,Mainland China,2/20/20,396,4,169
Shanghai,Mainland China,2/20/20,334,2,211
Hebei,Mainland China,2/20/20,308,5,170
Fujian,Mainland China,2/20/20,293,1,134
Guangxi,Mainland China,2/20/20,246,2,95
Shaanxi,Mainland China,2/20/20,245,1,117
Yunnan,Mainland China,2/20/20,174,2,79
Hainan,Mainland China,2/20/20,168,4,89
Guizhou,Mainland China,2/20/20,146,2,76
Shanxi,Mainland China,2/20/20,132,0,76
Tianjin,Mainland China,2/20/20,131,3,59
Liaoning,Mainland China,2/20/20,121,1,61
Gansu,Mainland China,2/20/20,91,2,71
Jilin,Mainland China,2/20/20,91,1,44
Xinjiang Uygur,Mainland China,2/20/20,76,1,22
Nei Mongol,Mainland China,2/20/20,75,0,16
Ningxia,Mainland China,2/20/20,71,0,44
Hong Kong,Hong Kong,2/20/20,68,2,5
Taiwan,Taiwan,2/20/20,24,1,2
Qinghai,Mainland China,2/20/20,18,0,18
Macau,Macau,2/20/20,10,0,6
Xizang,Mainland China,2/20/20,1,0,1
Others,Japan (Diamond Princess),2/20/20,634,2,0
Japan,Japan,2/20/20,94,1,18
South Korea,South Korea,2/20/20,156,1,12
Singapore,Singapore,2/20/20,84,0,34
Thailand,Thailand,2/20/20,35,0,15
Malaysia,Malaysia,2/20/20,22,0,15
Vietnam,Vietnam,2/20/20,16,0,7
Germany,Germany,2/20/20,16,0,7
Australia,Australia,2/20/20,15,0,8
France,France,2/20/20,12,1,4
United Kingdom,United Kingdom,2/20/20,9,0,8
United Arab Emirates,United Arab Emirates,2/20/20,9,0,4
Canada,Canada,2/20/20,8,0,1
Iran,Iran,2/20/20,5,2,0
India,India,2/20/20,3,0,3
Italy,Italy,2/20/20,3,0,0
Philippines,Philippines,2/20/20,3,1,1
Russia,Russia,2/20/20,2,0,2
Spain,Spain,2/20/20,2,0,0
Belgium,Belgium,2/20/20,1,0,1
Cambodia,Cambodia,2/20/20,1,0,1
Finland,Finland,2/20/20,1,0,1
Nepal,Nepal,2/20/20,1,0,1
Sri Lanka,Sri Lanka,2/20/20,1,0,1
Sweden,Sweden,2/20/20,1,0,0
Egypt,Egypt,2/20/20,1,0,0
California,USA,2/20/20,8,0,1
Illinois,USA,2/20/20,2,0,2
Arizona,USA,2/20/20,1,0,0
Massachusetts,USA,2/20/20,1,0,0
Washington,USA,2/20/20,1,0,1
Wisconsin,USA,2/20/20,1,0,0
