name,Region,Last Update,Confirmed,Deaths,Recovered
Hubei,Mainland China,3/24/20,67801,3160,60324
Guangdong,Mainland China,3/24/20,1428,8,1333
Henan,Mainland China,3/24/20,1274,22,1250
Zhejiang,Mainland China,3/24/20,1240,1,1221
Hunan,Mainland China,3/24/20,1018,4,1014
Anhui,Mainland China,3/24/20,990,6,984
Jiangxi,Mainland China,3/24/20,936,1,934
Shandong,Mainland China,3/24/20,768,7,752
Jiangsu,Mainland China,3/24/20,636,0,631
Chongqing,Mainland China,3/24/20,578,6,570
Sichuan,Mainland China,3/24/20,545,3,536
Beijing,Mainland China,3/24/20,558,8,401
Heilongjiang,Mainland China,3/24/20,484,13,468
Shanghai,Mainland China,3/24/20,414,4,330
Hebei,Mainland China,3/24/20,319,6,310
Hong Kong,Hong Kong,3/24/20,386,4,101
Fujian,Mainland China,3/24/20,318,1,295
Guangxi,Mainland China,3/24/20,254,2,250
Shaanxi,Mainland China,3/24/20,249,3,240
Yunnan,Mainland China,3/24/20,176,2,172
Taiwan,Taiwan,3/24/20,215,2,29
Hainan,Mainland China,3/24/20,168,6,162
Guizhou,Mainland China,3/24/20,146,2,144
Tianjin,Mainland China,3/24/20,145,3,133
Gansu,Mainland China,3/24/20,136,2,119
Shanxi,Mainland China,3/24/20,134,0,133
Liaoning,Mainland China,3/24/20,127,2,124
Jilin,Mainland China,3/24/20,93,1,92
Xinjiang Uygur,Mainland China,3/24/20,76,3,73
Nei Mongol,Mainland China,3/24/20,75,1,74
Ningxia,Mainland China,3/24/20,75,0,75
Macau,Macau,3/24/20,25,0,10
Qinghai,Mainland China,3/24/20,18,0,18
Xizang,Mainland China,3/24/20,1,0,1
Angola,Angola,3/24/20,3,0,0
Benin,Benin,3/24/20,6,0,0
Bahamas,Bahamas,3/24/20,5,0,1
Belize,Belize,3/24/20,1,0,0
Barbados,Barbados,3/24/20,18,0,0
Central African Republic,Central African Republic,3/24/20,3,0,0
Republic of the Congo,Republic of the Congo,3/24/20,4,0,0
Cabo Verde,Cabo Verde,3/24/20,3,1,0
Djibouti,Djibouti,3/24/20,3,0,0
Dominica,Dominica,3/24/20,7,0,0
Eritrea,Eritrea,3/24/20,1,0,0
Fiji,Fiji,3/24/20,4,0,0
Gambia,Gambia,3/24/20,3,1,0
Equatorial Guinea,Equatorial Guinea,3/24/20,9,0,0
Grenada,Grenada,3/24/20,1,0,0
Haiti,Haiti,3/24/20,7,0,0
Kyrgyzstan,Kyrgyzstan,3/24/20,42,0,0
Laos,Laos,3/24/20,2,0,0
Liberia,Liberia,3/24/20,3,0,0
Libya,Libya,3/24/20,1,0,0
Madagascar,Madagascar,3/24/20,17,0,0
Montenegro,Montenegro,3/24/20,47,1,0
Mozambique,Mozambique,3/24/20,3,0,0
Mauritius,Mauritius,3/24/20,42,2,0
Niger,Niger,3/24/20,3,0,0
Nicaragua,Nicaragua,3/24/20,2,0,0
Papua New Guinea,Papua New Guinea,3/24/20,1,0,0
El Salvador,El Salvador,3/24/20,5,0,0
Somalia,Somalia,3/24/20,1,0,0
Syria,Syria,3/24/20,1,0,0
Chad,Chad,3/24/20,3,0,0
Timor-Leste,Timor-Leste,3/24/20,1,0,0
Tanzania,Tanzania,3/24/20,12,0,0
Uganda,Uganda,3/24/20,9,0,0
Zambia,Zambia,3/24/20,3,0,0
Zimbabwe,Zimbabwe,3/24/20,3,1,0
Italy,Italy,3/24/20,69176,6820,8326
Spain,Spain,3/24/20,42058,2991,3794
Iran,Iran,3/24/20,24811,1934,8913
France,France,3/24/20,22622,1102,3288
South Korea,South Korea,3/24/20,9037,120,3507
Switzerland,Switzerland,3/24/20,9877,122,131
United Kingdom,United Kingdom,3/24/20,8164,423,140
Netherlands,Netherlands,3/24/20,5580,277,3
